zip_code,male_poverty_rate,female_poverty_rate,median_income,mean_income,poverty_rate
ZCTA5 78741,2.8,26.7,45835,62128,23.4
ZCTA5 78742,15.1,12.3,52917,51093,15.4
ZCTA5 78744,3,20.9,52345,62167,18.9
ZCTA5 78745,1.7,12.7,64626,80647,11.2
ZCTA5 78746,2,5,151801,230269,4.8
ZCTA5 78747,2.9,5.1,82811,89933,5
ZCTA5 78748,2.2,10,76909,92430,9.2
ZCTA5 78749,1.1,5.9,105734,122183,4.5
ZCTA5 78750,2.4,5.3,102130,139371,5.7
ZCTA5 78751,3.4,21.4,64340,94536,18.1
ZCTA5 78752,4.7,24.6,48454,64929,20.3
ZCTA5 78753,2,19.3,51053,68301,17.6
ZCTA5 78754,3,16.9,72752,91059,12
ZCTA5 78756,2.6,6.2,82535,114537,5.6
ZCTA5 78757,3.7,11.2,76716,105011,11.9
ZCTA5 78758,2.1,21.5,55074,69575,18.1
ZCTA5 78759,1.5,4.8,85555,116489,5.6
ZCTA5 78801,4.4,20.4,42360,57916,18.4
ZCTA5 78802,**,0,-,N,0
ZCTA5 78827,14.8,27.3,29545,46648,25.5
ZCTA5 78828,56.5,0,72925,63237,0
ZCTA5 78829,22,65,34231,36008,51.9
ZCTA5 78830,18,49.3,24280,41880,41.9
ZCTA5 78832,8.6,23.3,26738,49365,19.6
ZCTA5 78833,9.4,26.4,33684,47784,24.8
ZCTA5 78834,11,39.2,29115,52444,34.5
ZCTA5 78836,12.6,10,18077,29365,8.3
ZCTA5 78837,31.1,37.7,-,47277,41.7
ZCTA5 78838,17.5,3.4,-,68587,8.4
ZCTA5 78839,8.9,31.8,34567,41431,30.6
ZCTA5 78840,3.2,21.1,46345,62752,20.1
ZCTA5 78843,40.2,-,-,N,0
ZCTA5 78850,12.4,21.5,60893,83008,17.7
ZCTA5 78851,41.5,42.9,88264,69356,29.7
ZCTA5 78852,3.4,30.2,39548,53176,27.2
ZCTA5 78860,**,100,-,N,100
ZCTA5 78861,2.3,9.7,59111,75611,6.9
ZCTA5 78870,7.5,13.5,41397,56351,10.3
ZCTA5 78871,100,0,-,N,0
ZCTA5 78872,13.8,26.4,29018,41830,35.3
ZCTA5 78873,10.5,23.1,37045,45782,22.9
ZCTA5 78877,21.7,11.2,39750,59944,17.4
ZCTA5 78879,100,7.1,66136,79160,6.7
ZCTA5 78880,9.5,4.7,33229,56169,8.9
ZCTA5 78881,10.3,27.4,30156,39758,24.6
ZCTA5 78883,22.2,2.2,58125,59883,1.3
ZCTA5 78884,2.7,3.3,57262,77333,2.6
ZCTA5 78885,44.9,0,58750,86709,0
ZCTA5 78886,19,8.3,43688,89172,13.4
ZCTA5 78931,22.3,0,101528,102589,0
ZCTA5 78932,12.8,2.6,76375,86001,6.3
ZCTA5 78933,5.8,18.1,61930,85803,8.3
ZCTA5 78934,2.1,10.9,53532,77417,8
ZCTA5 78935,10.4,17.6,105234,96164,13.6
ZCTA5 78938,24.2,0,49808,67430,0
ZCTA5 78940,5,14.3,57500,80110,12
ZCTA5 78941,5.4,26,60625,74407,18.4
ZCTA5 78942,4.9,15,52637,62359,13.3
ZCTA5 78943,29.2,4.7,-,89261,2.9
ZCTA5 78944,6.8,9.6,67153,83541,8
ZCTA5 78945,4.1,15.7,62083,72467,14.5
ZCTA5 78946,9.1,16.9,53684,59514,13.8
ZCTA5 78947,5.3,10.4,64917,82522,9.5
ZCTA5 78948,13.8,19,38654,98961,15.3
ZCTA5 78949,6,5.2,90750,81983,5.4
ZCTA5 78950,6.1,7.7,54292,79445,6.2
ZCTA5 78951,**,-,-,-,-
ZCTA5 78953,11.4,0,70069,73282,0
ZCTA5 78954,5.2,8.4,69464,106771,7.3
ZCTA5 78956,3.9,12,53194,68837,10.8
ZCTA5 78957,7.1,10.6,58446,79217,12
ZCTA5 78959,5.9,19.4,41875,68727,13.9
ZCTA5 78962,3.1,5.1,62703,87100,5.5
ZCTA5 78963,6.5,0,63657,88481,0
ZCTA5 79001,35.2,6.9,68750,113113,3.4
ZCTA5 79003,6.9,14.8,75833,74696,9.2
ZCTA5 79005,5.7,13.3,60625,75640,11
ZCTA5 79007,3.1,18.7,50680,66376,14.9
ZCTA5 79009,9.8,21,37096,55427,20.5
ZCTA5 79010,25.4,21,-,62536,19.2
ZCTA5 79011,3.2,3.7,71528,89934,2.9
ZCTA5 79012,5.1,0,115481,145720,0
ZCTA5 79013,7,10.6,47805,49375,11.1
ZCTA5 79014,6.7,8.7,71010,93265,8.3
ZCTA5 79015,3.2,16.2,69182,87097,12.9
ZCTA5 79016,**,-,-,-,-
ZCTA5 79018,21.1,12.2,59464,66570,16
ZCTA5 79019,4.7,7.3,72981,85063,8.5
ZCTA5 79021,22.4,21.2,52188,58136,18
ZCTA5 79022,5.1,10.5,59599,81254,9.3
ZCTA5 79024,2.8,12,56250,66994,7.9
ZCTA5 79025,90.6,0,-,N,0
ZCTA5 79027,8.5,11.4,48622,64741,12.4
ZCTA5 79029,4.4,11.6,58824,71154,13.3
ZCTA5 79031,4.4,9.1,59500,73461,7.4
ZCTA5 79032,23.4,13.3,31932,50333,17.3
ZCTA5 79033,72.3,0,-,80600,0
ZCTA5 79034,4.8,15.6,55313,68943,11.1
ZCTA5 79035,4.8,20.4,57013,68891,16.4
ZCTA5 79036,5,16.9,56064,66478,12.2
ZCTA5 79039,8.5,17.7,59792,70887,15.1
ZCTA5 79040,3.2,6.4,49609,94978,4.8
ZCTA5 79041,4.8,24.2,41935,61814,17.5
ZCTA5 79042,2.6,12.2,46875,66209,7
ZCTA5 79043,11.6,39.3,40223,46930,32.6
ZCTA5 79044,18.4,15,46169,51695,17
ZCTA5 79045,3,18.3,50035,62393,15.9
ZCTA5 79046,10.4,23.6,54750,78331,22.6
ZCTA5 79051,**,-,-,-,-
ZCTA5 79052,5.4,10.5,50729,66529,9.5
ZCTA5 79053,51.7,27.8,-,53311,15.5
ZCTA5 79054,12.2,25.5,36923,53123,21.4
ZCTA5 79056,66.5,0,76250,100620,0
ZCTA5 79057,10.1,18.7,40104,63541,19.2
ZCTA5 79058,**,-,-,-,-
ZCTA5 79059,11,14.6,64107,74657,14.2
ZCTA5 79061,2.7,5.7,68333,73404,4
ZCTA5 79062,34.2,1.2,70000,83169,0.6
ZCTA5 79063,0.5,0,71000,76321,0.1
ZCTA5 79064,4.8,14.2,46369,57505,13.4
ZCTA5 79065,3.3,18.1,50126,67503,15.9
ZCTA5 79068,5,7.7,86116,93912,6.6
ZCTA5 79070,5,17.6,50143,68399,15.3
ZCTA5 79072,2.8,19.1,48553,58937,16.2
ZCTA5 79078,15.6,21.2,-,88378,16.6
ZCTA5 79079,8,26.7,43277,56517,24.3
ZCTA5 79080,3.8,13.9,50089,60715,9.5
ZCTA5 79081,8.6,24.4,30579,52471,23.6
ZCTA5 79082,7.9,21.6,53625,61778,15.1
ZCTA5 79083,6.6,25.4,43750,60562,19.9
ZCTA5 79084,7,17.1,49750,63986,15.1
ZCTA5 79085,100,0,-,N,0
ZCTA5 79086,5.3,15.5,50000,69509,12.3
ZCTA5 79087,11.4,7.8,63333,91879,10.2
ZCTA5 79088,7.5,34.4,36530,51327,31.9
ZCTA5 79091,69.2,0,-,N,0
ZCTA5 79092,5,7.9,63636,79052,7.2
ZCTA5 79093,57.3,44.8,-,42921,29.4
ZCTA5 79094,100,41.7,-,41718,35.7
ZCTA5 79095,6.8,18.4,39583,63884,18.4
ZCTA5 79096,6,19.3,52500,73917,14.5
ZCTA5 79097,1.5,7,85139,106716,3.9
ZCTA5 79098,12.9,22,44643,99340,17.6
ZCTA5 79101,11,23.5,21064,42194,27.9
ZCTA5 79102,6,19.7,44180,54523,18.6
ZCTA5 79103,4,20.4,46694,52172,17.2
ZCTA5 79104,5.2,17.5,43229,51179,18.9
ZCTA5 79105,**,-,-,-,-
ZCTA5 79106,3.2,21.3,40632,57526,19.6
ZCTA5 79107,3.7,28.9,36294,47069,27.2
ZCTA5 79108,4.6,19.7,52186,61271,18.3
ZCTA5 79109,1.7,10,57817,75521,9
ZCTA5 79110,2.8,13.8,59249,68898,12.4
ZCTA5 79111,9.7,18.9,65230,69958,16.7
ZCTA5 79118,2.5,5.8,75021,91693,5.7
ZCTA5 79119,2.9,3.3,85490,120824,4.1
ZCTA5 79121,3.4,4.4,84899,108348,4.4
ZCTA5 79124,3,4.8,97071,136451,4.3
ZCTA5 79201,5.8,17.3,43507,62037,13.8
ZCTA5 79220,24.8,43.3,38958,55081,40.9
ZCTA5 79225,4.3,8.3,52885,67095,7.6
ZCTA5 79226,4.6,20.4,45026,61607,15.3
ZCTA5 79227,5.6,11.5,43633,62004,11.1
ZCTA5 79229,6.2,23.7,52500,64945,16.8
ZCTA5 79230,5.7,8.6,41750,52309,5.6
ZCTA5 79231,46.6,100,-,N,100
ZCTA5 79233,22.9,0,31146,35591,16.6
ZCTA5 79234,90.6,0,-,73450,0
ZCTA5 79235,4.6,16.1,47198,55124,14
ZCTA5 79236,9.4,17.6,58333,67539,11.5
ZCTA5 79237,10.6,18.5,29417,49017,17.3
ZCTA5 79239,17.4,15.5,24250,64408,17.1
ZCTA5 79240,53.6,0,95625,84518,0
ZCTA5 79241,5.6,14.3,53657,66551,12
ZCTA5 79243,100,0,-,34167,0
ZCTA5 79244,8.5,7,51094,67219,11.1
ZCTA5 79245,7.6,26.2,34604,48976,25.6
ZCTA5 79247,58.2,0,73000,60014,0
ZCTA5 79248,10.2,38.2,31680,43482,31.3
ZCTA5 79250,5.9,19,45000,62985,14.5
ZCTA5 79251,100,62.5,-,26925,38.5
ZCTA5 79252,4.9,17.3,39438,52908,15.8
ZCTA5 79255,8.8,16,45000,65840,17.5
ZCTA5 79256,1.9,0,42738,59146,1.4
ZCTA5 79257,12.4,11.3,39688,51693,14
ZCTA5 79258,60.9,0,65455,49806,0
ZCTA5 79259,87.6,0,-,N,0
ZCTA5 79261,9.9,12.1,41458,73185,11.6
ZCTA5 79311,6.8,14.6,49861,66496,13.5
ZCTA5 79312,4.7,18.7,50625,63097,13.7
ZCTA5 79313,5.8,29.6,42000,55422,22.6
ZCTA5 79314,32.1,68.2,-,25250,75
ZCTA5 79316,5,25,43369,61598,20.2
ZCTA5 79322,8.9,32.8,38710,51692,28.7
ZCTA5 79323,4,8.6,70941,85526,7.3
ZCTA5 79324,77.8,0,-,95864,0
ZCTA5 79325,3.8,10,62625,74751,8.1
ZCTA5 79326,50,40,-,43330,44.1
ZCTA5 79329,4.7,9.7,67404,79179,9.7
ZCTA5 79330,39.7,0,94375,118033,0
ZCTA5 79331,6,28.4,42426,62051,26
ZCTA5 79336,2.5,20,47688,63745,16.4
ZCTA5 79339,7.1,28.6,42757,53089,24.2
ZCTA5 79342,4.2,8.9,92813,85297,6.8
ZCTA5 79343,8.7,29.8,42206,59757,23.5
ZCTA5 79344,46.6,40.8,-,69644,23.4
ZCTA5 79345,9.3,12.7,56538,68861,10.6
ZCTA5 79346,9.1,26.5,38478,55480,26.7
ZCTA5 79347,4.1,10.4,52545,67244,8.3
ZCTA5 79350,11.6,21.2,58750,64552,14
ZCTA5 79351,3.1,12.2,57500,70525,8.3
ZCTA5 79353,58.1,50,-,N,40
ZCTA5 79355,6.6,8.5,60556,70790,10.7
ZCTA5 79356,10.6,17.6,48975,70841,20.6
ZCTA5 79357,3.3,13.1,44097,46885,10.6
ZCTA5 79358,5.5,18.6,54167,69796,14.3
ZCTA5 79359,10.4,16.4,47043,56490,15.9
ZCTA5 79360,5.8,18.7,62894,81924,15.9
ZCTA5 79363,4.1,14.5,62857,88039,11.7
ZCTA5 79364,6.2,16.7,47413,62707,14.2
ZCTA5 79366,2.3,2.5,105000,146012,2.2
ZCTA5 79367,10,24.5,43750,57812,20.3
ZCTA5 79369,46.6,0,-,43868,0
ZCTA5 79370,5.3,24.5,39907,58247,17.4
ZCTA5 79371,4.3,21.3,51667,73229,13.7
ZCTA5 79372,5.9,14.8,50714,66102,12.2
ZCTA5 79373,6.6,27.2,35385,59475,24.1
ZCTA5 79376,100,0,-,N,0
ZCTA5 79377,13.9,13.9,58438,62868,13
ZCTA5 79378,13.3,5.8,67500,63526,7.7
ZCTA5 79379,9.6,17,52500,76284,17.9
ZCTA5 79380,8,16.7,38750,47306,11.3
ZCTA5 79381,5.3,16.5,51477,76065,15.7
ZCTA5 79382,5,11.1,74413,89225,12
ZCTA5 79401,7,58.2,19900,33786,57.6
ZCTA5 79403,5.2,27.6,40911,52976,25.2
ZCTA5 79404,6.5,27.8,35106,47952,26.6
ZCTA5 79406,**,-,-,-,-
ZCTA5 79407,4.3,17.6,45542,66837,18.6
ZCTA5 79410,6.2,39.2,40465,57806,38.6
ZCTA5 79411,11.8,20.6,38466,47439,26.3
ZCTA5 79412,6.4,32.1,34948,49364,30.1
ZCTA5 79413,4.1,15.5,53079,75017,15.5
ZCTA5 79414,6.9,21.8,47585,56183,18.6
ZCTA5 79415,4.7,32.4,31680,47796,31.7
ZCTA5 79416,4.2,21.5,56028,71907,20.5
ZCTA5 79423,2.1,11.5,69818,92150,10
ZCTA5 79424,1.5,7.9,84450,105429,6.7
ZCTA5 79501,7,17,48412,63411,15
ZCTA5 79502,9.8,14.4,47955,60632,13.4
ZCTA5 79503,50,0,68056,95938,0
ZCTA5 79504,2.6,9.2,60408,70863,6.9
ZCTA5 79505,3.1,7.2,39375,51884,4
ZCTA5 79506,6.4,20.1,41429,61501,13.9
ZCTA5 79508,9.2,11.6,66556,72576,9.5
ZCTA5 79510,2.9,13.7,50409,62732,11.3
ZCTA5 79511,4.5,8.4,55278,64620,7.1
ZCTA5 79512,5.3,15.2,49583,66800,12.5
ZCTA5 79517,6.5,7.4,71875,85225,6.7
ZCTA5 79518,82.3,0,128750,133316,0
ZCTA5 79519,69.2,0,57750,106483,0
ZCTA5 79520,9,15.2,50602,73612,16.5
ZCTA5 79521,6.5,33.2,44006,47752,23.4
ZCTA5 79525,10.7,11.7,53375,64111,13.5
ZCTA5 79526,4.4,13.3,51023,65880,8.5
ZCTA5 79527,9.7,0,65625,133918,3.4
ZCTA5 79528,5.9,24.4,35500,67259,16.1
ZCTA5 79529,6.8,12.6,45000,59283,12.4
ZCTA5 79530,7,7.3,59783,64063,7.1
ZCTA5 79532,4.1,9.2,64167,121193,6.4
ZCTA5 79533,11.1,14.5,51500,66730,14.8
ZCTA5 79534,28,10.6,-,70490,22.4
ZCTA5 79535,6.9,5.6,65000,68526,5
ZCTA5 79536,5.7,13.1,53388,72556,13
ZCTA5 79537,77.8,0,-,102536,0
ZCTA5 79538,18.7,7.7,64500,85223,19.6
ZCTA5 79539,9,4.9,68542,72317,5.4
ZCTA5 79540,44.5,0,92917,83400,0
ZCTA5 79541,7.4,0,-,218192,0
ZCTA5 79543,2.8,12.4,49861,61728,8.5
ZCTA5 79544,8,20.4,32393,47154,17.5
ZCTA5 79545,6.9,11.7,57813,74189,11.8
ZCTA5 79546,6.9,22.9,39773,60488,21.3
ZCTA5 79547,9.3,23.9,25417,41656,21
ZCTA5 79548,8.1,14,61250,70670,10.8
ZCTA5 79549,4.5,14.5,54272,68815,15
ZCTA5 79553,7.5,17.7,43629,55767,16.2
ZCTA5 79556,3.9,18.2,44840,62393,16.4
ZCTA5 79560,19.5,35.8,50735,141922,24.4
ZCTA5 79561,10.1,14.3,50750,61397,13.8
ZCTA5 79562,1.4,2.8,84868,100927,2.1
ZCTA5 79563,10,15,45446,51325,15.9
ZCTA5 79565,25,1.4,63977,75154,0.7
ZCTA5 79566,12,30.6,38333,59310,18.9
ZCTA5 79567,6.5,28.4,38806,58146,22.4
ZCTA5 79601,6.6,24.6,39344,55687,23
ZCTA5 79602,2.5,13.9,68100,92519,12.2
ZCTA5 79603,3.4,23,41220,53103,21
ZCTA5 79605,3.2,16.4,48091,66468,15.9
ZCTA5 79606,2.6,11.3,64465,81003,9.4
ZCTA5 79607,3.1,5.5,49948,58575,4.4
ZCTA5 79699,**,-,-,-,-
ZCTA5 79701,3.6,16.1,57064,75574,15.1
ZCTA5 79703,2.5,8.1,71382,85807,7.4
ZCTA5 79705,2.7,11.9,85259,119765,10.1
ZCTA5 79706,3,9,85772,103608,7.2
ZCTA5 79707,2.2,8.6,98015,143383,7.2
ZCTA5 79713,8.6,18.6,60577,107365,14.9
ZCTA5 79714,2.6,11.5,76158,92927,9.2
ZCTA5 79718,6.5,2.3,43977,60061,5.8
ZCTA5 79719,17.7,21.3,42708,47424,24.8
ZCTA5 79720,3.2,19,54479,73322,17.5
ZCTA5 79730,36.9,0,61131,74563,0
ZCTA5 79731,3.2,9.2,66156,80481,7.5
ZCTA5 79733,11.8,8.3,70000,86960,11.8
ZCTA5 79734,5.9,3.2,53401,57621,4.1
ZCTA5 79735,5.2,17.4,48313,66824,16.1
ZCTA5 79738,32.4,0,56364,79492,0
ZCTA5 79739,19.6,3.3,76711,108189,12.7
ZCTA5 79741,2.5,24.5,39464,53417,11.3
ZCTA5 79742,4.7,14.6,49063,60773,9.1
ZCTA5 79743,11.1,11.9,73500,85966,12.2
ZCTA5 79744,9.7,7.3,69167,84130,9.1
ZCTA5 79745,6.8,16.3,60063,69265,15.2
ZCTA5 79748,32.4,21.4,48438,58275,25.8
ZCTA5 79749,9.2,17.9,76250,100232,12.3
ZCTA5 79752,7.2,16.5,47500,57404,15.2
ZCTA5 79754,16.1,20.5,83750,105773,15.3
ZCTA5 79755,14.8,20.8,48125,68318,12.9
ZCTA5 79756,3.2,17.3,66667,75793,12.7
ZCTA5 79758,3.2,2.9,97222,99002,1.3
ZCTA5 79759,**,-,-,-,-
ZCTA5 79761,2.9,17.4,55296,79045,13.6
ZCTA5 79762,2,9.5,66584,88737,9.1
ZCTA5 79763,3.5,15.9,54224,67404,14.4
ZCTA5 79764,4,15.5,58257,78375,13.5
ZCTA5 79765,2.2,8.2,99428,122176,6.1
ZCTA5 79766,12.8,16.9,53300,77127,19.9
ZCTA5 79770,**,-,-,-,-
ZCTA5 79772,5.6,15,55507,66819,15.7
ZCTA5 79777,26.6,0,54360,74440,0
ZCTA5 79778,11.3,7.4,71979,84141,11.8
ZCTA5 79780,31.4,22.3,-,30695,34.7
ZCTA5 79781,8.9,12.2,53750,64872,7.2
ZCTA5 79782,4.4,10.4,62454,85989,8.7
ZCTA5 79783,13.1,6.7,137596,135166,7.5
ZCTA5 79785,42.1,23.2,-,83351,10.7
ZCTA5 79788,4.3,9.8,61023,67703,7.3
ZCTA5 79789,8,15.7,70833,85639,14.8
ZCTA5 79821,10.3,30,37083,50443,26.3
ZCTA5 79830,4.7,14.1,47471,65731,13.7
ZCTA5 79831,100,-,-,N,0
ZCTA5 79834,7.7,4.8,51250,55692,4.3
ZCTA5 79835,8.4,35.4,32388,48123,34.1
ZCTA5 79836,5.9,23.4,39440,47505,20.4
ZCTA5 79837,29.1,16.2,23529,47194,28.9
ZCTA5 79838,10.2,33.2,29779,37299,33
ZCTA5 79839,15.4,41.2,30704,39531,34.8
ZCTA5 79842,4.6,11,45769,49149,7.3
ZCTA5 79843,10.9,11.3,41163,54116,12.4
ZCTA5 79845,12.2,51.8,20244,28657,52.3
ZCTA5 79846,48.9,100,-,N,100
ZCTA5 79847,25.6,0,53393,71423,0
ZCTA5 79848,5.5,11,42689,49404,8.9
ZCTA5 79849,8.2,32.3,35607,47124,31.5
ZCTA5 79851,8,7.4,39890,62001,6.8
ZCTA5 79852,12.2,22.5,34500,46046,23.7
ZCTA5 79853,12,28.5,39635,53541,27.5
ZCTA5 79854,55.8,0,-,48965,0
ZCTA5 79855,14.4,33.8,35813,45064,31.1
ZCTA5 79901,5.8,62.4,13574,22014,58.5
ZCTA5 79902,4.3,26.6,34791,63768,24.8
ZCTA5 79903,5.1,23.4,33778,44356,21.8
ZCTA5 79904,3.6,34,35951,48323,29.2
ZCTA5 79905,4.6,37.9,23394,34227,36.6
ZCTA5 79906,11.4,20.3,53645,62422,18
ZCTA5 79907,3,29.4,31784,43469,27.6
ZCTA5 79908,3.1,3.4,62982,68430,2.9
ZCTA5 79911,2.7,6.9,104797,126413,4.3
ZCTA5 79912,2,16.3,60503,86386,15
ZCTA5 79915,3.9,28.9,31688,42590,27.9
ZCTA5 79916,**,-,-,-,-
ZCTA5 79920,**,-,-,-,-
ZCTA5 79922,5.3,13.3,78424,118185,11.7
ZCTA5 79924,2.8,22.2,43397,53371,20.7
ZCTA5 79925,3,17.6,47596,60874,16.4
ZCTA5 79927,2.8,27.9,36895,46813,25.8
ZCTA5 79928,3.3,23.5,55367,69953,21.4
ZCTA5 79930,3.2,21.6,37122,53858,20
ZCTA5 79932,3.6,20.6,67753,83616,17.2
ZCTA5 79934,1.8,10.4,71225,81593,7.5
ZCTA5 79935,4.5,13.7,55054,70455,13
ZCTA5 79936,1.8,16,54870,68666,14
ZCTA5 79938,1.9,15.4,58902,71123,13.9
ZCTA5 79942,87.6,0,-,N,0
